,USDA_id,usda_common_name,scientific_name
34155,PYNU,coastal plain mountainmint,Pycnanthemum nudum
34156,PYOC2,western wart lichen,Pyrenula occidentalis
34157,PYOC3,wart lichen,Pyrenula ochraceoflava
34158,PYOC4,wart lichen,Pyrenula ochraceoflavens
34159,PYOL,wart lichen,Pyrenula oleosa
34160,PYPA3,pycothelia lichen,Pycnothelia papillaria
34161,PYPA4,smallflower desert-chicory,Pyrrhopappus pauciflorus
34162,PYPE,pyxine lichen,Pyxine petricola
34163,PYPH,pyrenopsis lichen,Pyrenopsis phaeococca
34164,PYPI2,whiteveined wintergreen,Pyrola picta
34165,PYPL2,Plitt's wart lichen,Pyrenula plittii
34166,PYPO2,pyrenopsis lichen,Pyrenopsis polycocca
34167,PYPO3,pylaisiella moss,Pylaisiella polyantha
34168,PYPR2,pyrenocollema lichen,Pyrenocollema prospersellum
34169,PYPS,wart lichen,Pyrenula pseudobufonia
34170,PYPU,buffalo nut,Pyrularia pubera
34171,PYPU4,wart lichen,Pyrenula punctella
34172,PYPY,southern mountainmint,Pycnanthemum pycnanthemoides
34173,PYPY2,Chinese pear,Pyrus pyrifolia
34174,PYPY3,wart lichen,Pyrenula pyrenuloides
34177,PYQU,wart lichen,Pyrenula quassiaecola
34178,PYQU2,pyrrhospora lichen,Pyrrhospora quernea
34179,PYRA,clustered goldenweed,Pyrrocoma racemosa
34180,PYRA2,ray goldenweed,Pyrrocoma radiata
34181,PYRA4,Ravenel's wart lichen,Pyrenula ravenelii
34182,PYRAC,firethorn,Pyracantha M.
34184,PYRAM,pyramid moss,Pyramidula Brid.
34189,PYRE,pyxine lichen,Pyxine retirugella
34190,PYREN,pyrenidium lichen,Pyrenidium Nyl.
34191,PYREN2,pyrenocollema lichen,Pyrenocollema Reinke
34192,PYREN3,pyrenopsis lichen,Pyrenopsis (Nyl.)
34193,PYREN4,pyrenothrix lichen,Pyrenothrix Riddle
34194,PYREN5,wart lichen,Pyrenula Ach.
34195,PYRGI,pyrgillus lichen,Pyrgillus Nyl.
34196,PYROL,wintergreen,Pyrola L.
34197,PYROS,pyrostegia,Pyrostegia C.
34198,PYRRH,desert-chicory,Pyrrhopappus DC.
34199,PYRRH2,pyrrhospora lichen,Pyrrhospora Körb.
34200,PYRRH3,pyrrhobryum moss,Pyrrhobryum Mitt.
34201,PYRRO,goldenweed,Pyrrocoma Hook.
34202,PYRRO2,tongue fern,Pyrrosia Mirb.
34203,PYRU2,wart lichen,Pyrenula rubrostoma
34204,PYRUL,pyrularia,Pyrularia Michx.
34205,PYRUS,pear,Pyrus L.
34206,PYSA2,pyrenopsis lichen,Pyrenopsis sanguinea
34207,PYSA3,wart lichen,Pyrenula santensis
34208,PYSC4,Palouse goldenweed,Pyrrocoma scaberula
34209,PYSE2,awned mountainmint,Pycnanthemum setosum
34210,PYSE6,wart lichen,Pyrenula septicollaris
34211,PYSE7,Selwyn's pylaisiella moss,Pylaisiella selwynii
34212,PYSO3,pyxine lichen,Pyxine sorediata
34213,PYSP4,pyrrhobryum moss,Pyrrhobryum spiniforme
34214,PYST,pyrenocollema lichen,Pyrenocollema strontianensis
34215,PYST2,Steere's pylaisiella moss,Pylaisiella steerei
34216,PYSU3,pyrenopsis lichen,Pyrenopsis subfulginea
34217,PYSU4,wart lichen,Pyrenula subelliptica
34218,PYSU5,wart lichen,Pyrenula subferruginea
34219,PYSU6,pyxine lichen,Pyxine subcinerea
34220,PYTE,narrowleaf mountainmint,Pycnanthemum tenuifolium
34221,PYTE2,wart lichen,Pyrenula tenuisepta
34222,PYTE4,pylaisiadelpha moss,Pylaisiadelpha tenuirostris
34223,PYTE5,pyramid moss,Pyramidula tetragona
34224,PYTH,wart lichen,Pyrenula thelomorpha
34225,PYTI,pyrenocollema lichen,Pyrenocollema tichothecioides
34226,PYTO,Torrey's mountainmint,Pycnanthemum torrei
34227,PYUN2,plantain goldenweed,Pyrrocoma uniflora
34230,PYUS2,Chinese pear,Pyrus ussuriensis
34231,PYVA,pyrrhospora lichen,Pyrrhospora varians
34232,PYVE,whorled mountainmint,Pycnanthemum verticillatum
34233,PYVE2,flamevine,Pyrostegia venusta
34236,PYVI,Virginia mountainmint,Pycnanthemum virginianum
34237,PYVI4,pyrenopsis lichen,Pyrenopsis viridirufa
34238,PYXID,pyxidanthera,Pyxidanthera Michx.
34239,PYXIN,pyxine lichen,Pyxine Fr.
34240,QUAC2,mapleleaf oak,Quercus acerifolia
34241,QUAC3,hybrid oak,Quercus ×acutidens
34242,QUAC80,sawtooth oak,Quercus acutissima
34243,QUAG,California live oak,Quercus agrifolia
34246,QUAJ,Ajo Mountain scrub oak,Quercus ajoensis
34247,QUAL,white oak,Quercus alba
34248,QUAL2,Alvord oak,Quercus ×alvordiana
34250,QUAM,quassia wood,Quassia amara
34251,QUAR,Arizona white oak,Quercus arizonica
34252,QUAR2,Arkansas oak,Quercus arkansana
34253,QUARA,quararibea,Quararibea Aubl.
34254,QUAS3,hybrid oak,Quercus ×ashei
34255,QUASS,quassia,Quassia L.
34256,QUAT,hybrid oak,Quercus ×atlantica
34257,QUAU,bastard white oak,Quercus austrina
34258,QUBE,Beadle oak,Quercus ×beadlei
34259,QUBE2,Beaumont oak,Quercus ×beaumontiana
34260,QUBE3,hybrid oak,Quercus ×bebbiana
34261,QUBE4,hybrid oak,Quercus ×bernardiensis
34262,QUBE5,scrub oak,Quercus berberidifolia
34263,QUBE8,hybrid oak,Quercus ×beckyae
34264,QUBE9,hybrid oak,Quercus ×benderi
34265,QUBI,swamp white oak,Quercus bicolor
34266,QUBI2,hybrid oak,Quercus ×bimundorum
34267,QUBL,hybrid oak,Quercus ×blufftonensis
34268,QUBO2,Boynton sand post oak,Quercus boyntonii
34269,QUBR,hybrid oak,Quercus ×brittonii
34270,QUBR2,Brant's oak,Quercus brantii
34271,QUBU,Bush oak,Quercus ×bushii
34272,QUBU2,Texas red oak,Quercus buckleyi
34273,QUBU3,Burnet oak,Quercus ×burnetensis
34274,QUBY,hybrid oak,Quercus ×byarsii
34275,QUCA,hybrid oak,Quercus ×caduca
34276,QUCA2,hybrid oak,Quercus ×capesii
34277,QUCA3,hybrid oak,Quercus ×caesariensis
34278,QUCA7,Mexican oak,Quercus carmenensis
34279,QUCE,European turkey oak,Quercus cerris
34280,QUCE2,Cedros Island oak,Quercus cedrosensis
34281,QUCH,Chapman oak,Quercus chapmanii
34282,QUCH2,canyon live oak,Quercus chrysolepis
34283,QUCH4,Chihuahuan oak,Quercus chihuahuensis
34284,QUCH5,xiao ye li,Quercus chenii
34287,QUCO2,scarlet oak,Quercus coccinea
34288,QUCO3,Compton oak,Quercus ×comptoniae
34289,QUCO4,hybrid oak,Quercus ×columnaris
34290,QUCO5,hybrid oak,Quercus ×cocksii
34291,QUCO7,Muller oak,Quercus cornelius-mulleri
34294,QUCR,Craven oak,Quercus ×cravenensis
34295,QUDE,hybrid oak,Quercus ×deamii
34296,QUDE2,hybrid oak,Quercus ×demareei
34297,QUDE3,Davis Mountain oak,Quercus depressipes
34298,QUDE4,Daimyo oak,Quercus dentata
34299,QUDI,hybrid oak,Quercus ×discreta
34300,QUDI2,hybrid oak,Quercus ×diversiloba
34301,QUDO,blue oak,Quercus douglasii
34302,QUDU,coastal sage scrub oak,Quercus dumosa
34303,QUDU4,leather oak,Quercus durata
34308,QUEG,hybrid oak,Quercus ×egglestonii
34309,QUEL,northern pin oak,Quercus ellipsoidalis
34310,QUEM,Emory oak,Quercus emoryi
34311,QUEN,Engelmann oak,Quercus engelmannii
34312,QUEP,hybrid oak,Quercus ×eplingii
34313,QUERC,oak,Quercus L.
34314,QUEX,hybrid oak,Quercus ×exacta
34315,QUFA,southern red oak,Quercus falcata
34316,QUFA2,hybrid oak,Quercus ×faxonii
34317,QUFE,hybrid oak,Quercus ×fernaldii
34318,QUFE2,Fernow oak,Quercus ×fernowii
34319,QUFI,hybrid oak,Quercus ×filialis
34320,QUFO,hybrid oak,Quercus ×fontana
34321,QUFR,Italian oak,Quercus frainetto
34322,QUFU,Texas live oak,Quercus fusiformis
34323,QUGA,Gambel oak,Quercus gambelii
34324,QUGA2,hybrid oak,Quercus ×ganderi
34325,QUGA3,hybrid oak,Quercus ×garlandensis
34326,QUGA4,Oregon white oak,Quercus garryana
34332,QUGE,Georgia oak,Quercus georgiana
34333,QUGE2,sand live oak,Quercus geminata
34334,QUGI,hybrid oak,Quercus ×giffordii
34335,QUGL2,ring-cup oak,Quercus glauca
34336,QUGR,Chisos oak,Quercus graciliformis
34337,QUGR2,Chisos red oak,Quercus gravesii
34338,QUGR3,gray oak,Quercus grisea
34339,QUGR4,hybrid oak,Quercus ×grandidentata
34340,QUGU,Guadalupe oak,Quercus ×guadalupensis
34341,QUHA,Harbison oak,Quercus ×harbisonii
34342,QUHA2,Hastings oak,Quercus ×hastingsii
34343,QUHA3,Havard oak,Quercus havardii
34344,QUHA4,hybrid oak,Quercus ×hawkinsiae
34347,QUHE,Bartram oak,Quercus ×heterophylla
34348,QUHE2,Darlington oak,Quercus hemisphaerica
34351,QUHI,Hinckley oak,Quercus hinckleyi
34352,QUHO,hybrid oak,Quercus ×howellii
34353,QUHU,hybrid oak,Quercus ×humidicola
34354,QUHY,silverleaf oak,Quercus hypoleucoides
34355,QUIL,bear oak,Quercus ilicifolia
34356,QUIL2,holly oak,Quercus ilex
34357,QUILL,quillaja,Quillaja Molina
34358,QUIM,shingle oak,Quercus imbricaria
34359,QUIN,bluejack oak,Quercus incana
34360,QUIN10,Rangoon creeper,Quisqualis indica
34361,QUIN2,hybrid oak,Quercus ×inconstans
34362,QUIN3,dwarf oak,Quercus intricata
34363,QUIN4,hybrid oak,Quercus ×introgressa
34364,QUIN5,hybrid oak,Quercus ×incomita
34365,QUIN6,aleppo oak,Quercus infectoria
34366,QUIN7,sandhill oak,Quercus inopina
34367,QUINC,quincula,Quincula Raf.
34368,QUISQ,Rangoon creeper,Quisqualis L.
34369,QUJA,hybrid oak,Quercus ×jackiana
34370,QUJO,hybrid oak,Quercus ×jolonensis
34371,QUJO3,Tucker oak,Quercus john-tuckeri
34372,QUJO4,Joor oak,Quercus ×joorii
34373,QUKE,California black oak,Quercus kelloggii
34374,QULA,Lacey oak,Quercus laceyi
34375,QULA2,turkey oak,Quercus laevis
34376,QULA3,laurel oak,Quercus laurifolia
34377,QULE,hybrid oak,Quercus ×leana
34378,QULO,valley oak,Quercus lobata
34379,QULO2,Chinese lantern,Quincula lobata
34380,QULU,hybrid oak,Quercus ×ludoviciana
34381,QULY,overcup oak,Quercus lyrata
34382,QUMA,MacNab oak,Quercus ×macnabiana
34383,QUMA13,sand post oak,Quercus margaretta
34384,QUMA2,bur oak,Quercus macrocarpa
34385,QUMA3,blackjack oak,Quercus marilandica
34386,QUMA4,MacDonald oak,Quercus ×macdonaldii
34387,QUMA5,Vallonea oak,Quercus macrolepis
34392,QUME,hybrid oak,Quercus ×mellichampii
34393,QUME2,hybrid oak,Quercus ×megaleia
34394,QUMI,swamp chestnut oak,Quercus michauxii
34395,QUMI2,dwarf live oak,Quercus minima
34396,QUMO,Mohr oak,Quercus mohriana
34397,QUMO2,oracle oak,Quercus ×moreha
34398,QUMO3,hybrid oak,Quercus ×moultonensis
34399,QUMO4,chestnut oak,Quercus montana
34400,QUMO5,mongolian oak,Quercus mongolica
34401,QUMU,chinquapin oak,Quercus muehlenbergii
34402,QUMU2,hybrid oak,Quercus ×mutabilis
34403,QUMU3,hybrid oak,Quercus ×munzii
34404,QUMY,myrtle oak,Quercus myrtifolia
34405,QUNE,hybrid oak,Quercus ×neopalmeri
34406,QUNE2,hybrid oak,Quercus ×neotharpii
34407,QUNE3,hybrid oak,Quercus ×nessiana
34408,QUNI,water oak,Quercus nigra
34409,QUOB,Mexican blue oak,Quercus oblongifolia
34410,QUOG,Oglethorpe oak,Quercus oglethorpensis
34411,QUOR,hybrid oak,Quercus ×organensis
34412,QUOV,hybrid oak,Quercus ×oviedoensis
34413,QUPA,hybrid oak,Quercus ×palaeolithicola
34414,QUPA10,Palmer oak,Quercus palmeri
34415,QUPA2,pin oak,Quercus palustris
34416,QUPA3,hybrid oak,Quercus ×palmeriana
34417,QUPA5,cherrybark oak,Quercus pagoda
34418,QUPA6,Channel Island scrub oak,Quercus pacifica
34419,QUPA8,coast oak,Quercus parvula
34423,QUPE2,durmast oak,Quercus petraea
34424,QUPH,willow oak,Quercus phellos
34425,QUPO,hybrid oak,Quercus ×podophylla
34426,QUPO2,netleaf white oak,Quercus polymorpha
34427,QUPR,dwarf chinquapin oak,Quercus prinoides
34428,QUPS,false sand post oak,Quercus ×pseudomargaretta
34429,QUPU,pungent oak,Quercus pungens
34430,QUPU80,running oak,Quercus pumila
34431,QURE,hybrid oak,Quercus ×rehderi
34432,QURI,hybrid oak,Quercus ×riparia
34433,QURO,hybrid oak,Quercus ×robbinsii
34434,QURO2,English oak,Quercus robur
34435,QURO3,robust oak,Quercus robusta
34436,QURO4,hybrid oak,Quercus ×rolfsii
34437,QURU,northern red oak,Quercus rubra
34438,QURU2,hybrid oak,Quercus ×rudkinii
34439,QURU3,hybrid oak,Quercus ×runcinata
34440,QURU4,netleaf oak,Quercus rugosa
34443,QUSA,hybrid oak,Quercus ×saulii
34444,QUSA2,deer oak,Quercus sadleriana
34445,QUSA3,hybrid oak,Quercus ×sargentii
34446,QUSA4,soapbark,Quillaja saponaria
34447,QUSC,hybrid oak,Quercus ×schochiana
34448,QUSC2,hybrid oak,Quercus ×schuettei
34449,QUSE2,bao li,Quercus serrata
34450,QUSH,Shumard's oak,Quercus shumardii
34454,QUSI,bastard oak,Quercus sinuata
34455,QUSI2,bottomland post oak,Quercus similis
34458,QUSM,hybrid oak,Quercus ×smallii
34459,QUST,post oak,Quercus stellata
34460,QUST2,hybrid oak,Quercus ×stelloides
34461,QUST3,hybrid oak,Quercus ×sterilis
34462,QUST4,hybrid oak,Quercus ×sterretii
34463,QUSU2,hybrid oak,Quercus ×subintegra
34464,QUSU3,hybrid oak,Quercus ×substellata
34465,QUSU4,hybrid oak,Quercus ×subconvexa
34466,QUSU5,cork oak,Quercus suber
34467,QUSU6,hybrid oak,Quercus ×subfalcata
34468,QUTA,lateleaf oak,Quercus tardifolia
34469,QUTE,Nuttall oak,Quercus texana
34470,QUTH,Tharp oak,Quercus ×tharpii
34471,QUTO,island live oak,Quercus tomentella
34472,QUTO2,Toumey oak,Quercus toumeyi
34473,QUTO3,hybrid oak,Quercus ×townei
34474,QUTO4,hybrid oak,Quercus ×tottenii
34475,QUTR,hybrid oak,Quercus ×tridentata
34476,QUTU,swizzlestick tree,Quararibea turbinata
34477,QUTU2,Sonoran scrub oak,Quercus turbinella
34478,QUVA,huckleberry oak,Quercus vacciniifolia
34479,QUVA2,hybrid oak,Quercus ×vaga
34480,QUVA3,Chinese cork oak,Quercus variabilis
34481,QUVA5,sandpaper oak,Quercus vaseyana
34482,QUVE,black oak,Quercus velutina
34483,QUVE2,hybrid oak,Quercus ×venulosa
34484,QUVI,live oak,Quercus virginiana
34485,QUVI2,Sonoran oak,Quercus viminea
34486,QUWA,hybrid oak,Quercus ×walteriana
34487,QUWA2,hybrid oak,Quercus ×wagneri
34488,QUWI,hybrid oak,Quercus ×willdenowiana
34489,QUWI2,interior live oak,Quercus wislizeni
34492,RAAB,littleleaf buttercup,Ranunculus abortivus
34493,RAAB2,ramonia,Ramonia absconsa
34494,RAAC,white indigoberry,Randia aculeata
34495,RAAC2,sharpleaf buttercup,Ranunculus acriformis
34496,RAAC3,tall buttercup,Ranunculus acris
34497,RAAC4,racomitrium moss,Racomitrium aciculare
34502,RAAD,alpine buttercup,Ranunculus adoneus
34505,RAAE,fall buttercup,Ranunculus aestivalis
34506,RAAF2,racomitrium moss,Racomitrium affine
34507,RAAL,plantainleaf buttercup,Ranunculus alismifolius
34508,RAAL2,Allegheny Mountain buttercup,Ranunculus allegheniensis
34509,RAAL4,Allen's buttercup,Ranunculus allenii
34510,RAAL60,Almquist's cartilage lichen,Ramalina almquistii
34515,RAAM,waterplantain spearwort,Ranunculus ambigens
34516,RAAM3,American cartilage lichen,Ramalina americana
34517,RAAM5,saltwater bush,Rachicallis americana
34518,RAAN,Anderson's buttercup,Ranunculus andersonii
34519,RAAN2,viscid tansyaster,Rayjacksonia annua
34522,RAAQ,white water crowfoot,Ranunculus aquatilis
34523,RAAQ2,aquatic racomitrium moss,Racomitrium aquaticum
34524,RAAR,silky raillardella,Raillardella argentea
34525,RAAR2,Arizona buttercup,Ranunculus arizonicus
34526,RAAR3,corn buttercup,Ranunculus arvensis
34527,RAAU,Southern Oregon buttercup,Ranunculus austrooreganus
34528,RAAU4,Houston tansyaster,Rayjacksonia aurea
34529,RAAU7,Greenland buttercup,Ranunculus auricomus
34530,RABI,bistort cartilage lichen,Ramalina bistorta
34531,RABO,Carter's buttercup,Ranunculus bonariensis
34533,RABR,racomitrium moss,Racomitrium brevipes
34534,RABR2,racomitrium moss,Racomitrium brevisetum
34535,RABU,St. Anthony's turnip,Ranunculus bulbosus
34536,RACA,California plumeseed,Rafinesquia californica
34537,RACA11,racomitrium moss,Racomitrium canescens
34538,RACA2,California buttercup,Ranunculus californicus
34539,RACA3,Sacramento Valley buttercup,Ranunculus canus
34540,RACA4,heartleaf buttercup,Ranunculus cardiophyllus
34541,RACA7,cartilage lichen,Ramalina calicaris
34544,RACE,cartilage lichen,Ramalina celastri
34545,RACHI,saltwater bush,Rachicallis DC.
34546,RACO10,Colorado buttercup,Ranunculus coloradensis
34547,RACO11,cochlear cartilage lichen,Ramalina cochlearis
34548,RACO12,cartilage lichen,Ramalina complanata
34549,RACO21,Azores buttercup,Ranunculus cortusifolius
34550,RACO3,upright prairie coneflower,Ratibida columnifera
34551,RACO4,himber,Rajania cordata
34552,RACOD,racodium lichen,Racodium Pers.
34553,RACOM,racomitrium moss,Racomitrium Brid.
34554,RACOP2,racopilum moss,Racopilum P.
34555,RACY,alkali buttercup,Ranunculus cymbalaria
34556,RADA,cartilage lichen,Ramalina dasypoga
34557,RADE4,cartilage lichen,Ramalina dendriscoides
34558,RADE5,denticulate cartilage lichen,Ramalina denticulata
34559,RADE6,racomitrium moss,Racomitrium depressum
34560,RADER,china doll,Radermachera Zoll.
34561,RADI60,cartilage lichen,Ramalina dilacerata
34562,RADIO,radiola,Radiola Hill
34563,RAEA,Eastwood's buttercup,Ranunculus eastwoodianus
34564,RAEL3,elongate racomitrium moss,Racomitrium elongatum
34565,RAER2,racomitrium moss,Racomitrium ericoides
34566,RAES,Eschscholtz's buttercup,Ranunculus eschscholtzii
34570,RAEV,cartilage lichen,Ramalina evernioides
34571,RAEX,tundra buttercup,Ranunculus eximius
34572,RAFA,early buttercup,Ranunculus fascicularis
34573,RAFA4,cartilage lichen,Ramalina fastigiata
34574,RAFA5,raffia palm,Raphia farinifera
34575,RAFA6,racomitrium moss,Racomitrium fasciculare
34576,RAFA60,farinose cartilage lichen,Ramalina farinacea
34577,RAFI,fig buttercup,Ranunculus ficaria
34579,RAFIN,plumeseed,Rafinesquia Nutt.
34580,RAFL,yellow water buttercup,Ranunculus flabellaris
34581,RAFL2,greater creeping spearwort,Ranunculus flammula
34584,RAFO2,jasmin de rosa,Randia formosa
34585,RAFR,cartilage lichen,Ramalina fraxinea
34586,RAGE2,cartilage lichen,Ramalina geniculata
34587,RAGL,sagebrush buttercup,Ranunculus glaberrimus
34588,RAGL2,glacier buttercup,Ranunculus glacialis
34594,RAGM,Gmelin's buttercup,Ranunculus gmelinii
34595,RAGO,Gorman's buttercup,Ranunculus gormanii
34596,RAHA,Harvey's buttercup,Ranunculus harveyi
34597,RAHA2,Hawai'ian buttercup,Ranunculus hawaiensis
34598,RAHE,delicate buttercup,Ranunculus hebecarpus
34599,RAHE2,ivy buttercup,Ranunculus hederaceus
34600,RAHE8,racomitrium moss,Racomitrium heterostichum
34601,RAHI,bristly buttercup,Ranunculus hispidus
34605,RAHO3,Ivory Coast raphia palm,Raphia hookeri
34606,RAHY,frogbit buttercup,Ranunculus hydrocharoides
34607,RAHY2,high northern buttercup,Ranunculus hyperboreus
34608,RAHY4,cartilage lichen,Ramalina hypoprotocetrarica
34611,RAILL,raillardella,Raillardella (A.
34612,RAIN,graceful buttercup,Ranunculus inamoenus
34613,RAIN3,intermediate cartilage lichen,Ramalina intermedia
34614,RAIN5,inflated cartilage lichen,Ramalina inflata
34615,RAIN8,omechidel,Rauvolfia insularis
34617,RAINI,rainiera,Rainiera Greene
34621,RAJAN,rajania,Rajania L.
34622,RAJO,Utah buttercup,Ranunculus jovis
34623,RAKA,Kamchatka buttercup,Ranunculus kamchaticus
34624,RAKA3,ice cold buttercup,Ranunculus karelinii
34625,RALA,Lapland buttercup,Ranunculus lapponicus
34626,RALA2,Mississippi buttercup,Ranunculus laxicaulis
34627,RALA7,cartilage lichen,Ramalina lacera
34628,RALA70,racomitrium moss,Racomitrium lanuginosum
34629,RALA8,Lawton's racomitrium moss,Racomitrium lawtonae
34630,RALA9,Australian buttercup,Ranunculus lappaceus
34631,RALE2,cartilage lichen,Ramalina leptocarpha
34632,RALI,allseed,Radiola linoides
34633,RALI5,linear cartilage lichen,Ramalina linearis
34634,RALO,Lobb's buttercup,Ranunculus lobbii
34635,RALO2,longbeak buttercup,Ranunculus longirostris
34636,RAMA,Rocky Mountain buttercup,Ranunculus macauleyi
34637,RAMA2,Macoun's buttercup,Ranunculus macounii
34638,RAMA3,large buttercup,Ranunculus macranthus
34639,RAMA4,margined buttercup,Ranunculus marginatus
34640,RAMA5,Maui buttercup,Ranunculus mauiensis
34641,RAMA7,traveler's tree,Ravenala madagascariensis
34642,RAMA8,Malme's ramonia,Ramonia malmei
34643,RAMA9,Macoun's racomitrium moss,Racomitrium macounii
34645,RAMAL2,cartilage lichen,Ramalina Ach.
34649,RAME60,Menzies' cartilage lichen,Ramalina menziesii
34650,RAMI2,rock buttercup,Ranunculus micranthus
34651,RAMI6,ramonia,Ramonia microspora
34652,RAMI8,racomitrium moss,Racomitrium microcarpon
34653,RAMO5,Montagne's cartilage lichen,Ramalina montagnei
34654,RAMON,ramonia,Ramonia Stizenb.
34655,RAMU2,spinyfruit buttercup,Ranunculus muricatus
34656,RAMU4,racomitrium moss,Racomitrium muticum
34657,RANDI,indigoberry,Randia L.
34658,RANE,New Mexico plumeseed,Rafinesquia neomexicana
34659,RANI,snow buttercup,Ranunculus nivalis
34660,RANI2,palo amargo,Rauvolfia nitida
34661,RANUN,buttercup,Ranunculus L.
34662,RAOB4,racomitrium moss,Racomitrium obesum
34663,RAOB60,obtuse cartilage lichen,Ramalina obtusata
34664,RAOC,western buttercup,Ranunculus occidentalis
34665,RAOC2,western racomitrium moss,Racomitrium occidentale
34670,RAOR,Oregon buttercup,Ranunculus oreogenes
34671,RAOR2,Blue Mountain buttercup,Ranunculus oresterus
34672,RAOR3,straightbeak buttercup,Ranunculus orthorhynchus
34675,RAPA,Pacific buttercup,Ranunculus pacificus
34676,RAPA10,Pansch's racomitrium moss,Racomitrium panschii
34677,RAPA2,Pallas' buttercup,Ranunculus pallasii
34678,RAPA3,smallflower buttercup,Ranunculus parviflorus
34679,RAPA4,smallflower indigoberry,Randia parvifolia
34680,RAPA8,cartilage lichen,Ramalina paludosa
34681,RAPA9,Pacific racomitrium moss,Racomitrium pacificum
34682,RAPE,surefoot buttercup,Ranunculus pedatifidus
34683,RAPE2,Pennsylvania buttercup,Ranunculus pensylvanicus
34684,RAPE3,naked Mexicanhat,Ratibida peduncularis
34685,RAPE4,perennial bastardcabbage,Rapistrum perenne
34686,RAPE5,Latin American buttercup,Ranunculus petiolaris
34687,RAPE6,Peruvian cartilage lichen,Ramalina peruviana
34688,RAPE7,cartilage lichen,Ramalina petrina
34694,RAPH2,camphor daisy,Rayjacksonia phyllocephala
34695,RAPHA,radish,Raphanus L.
34696,RAPHI,raffia palm,Raphia P.
34697,RAPI,pinnate prairie coneflower,Ratibida pinnata
34698,RAPIS,bastardcabbage,Rapistrum Crantz
34699,RAPL,prairie buttercup,Ranunculus platensis
34700,RAPL2,common Australian buttercup,Ranunculus plebeius
34701,RAPO,popular buttercup,Ranunculus populago
34702,RAPO2,Puerto Rico indigoberry,Randia portoricensis
34703,RAPO4,cartilage lichen,Ramalina polymorpha
34704,RAPO60,cartilage lichen,Ramalina pollinaria
34705,RAPR,showy raillardella,Raillardella pringlei
34706,RAPR2,rauiella moss,Rauiella praelonga
34707,RAPU,low spearwort,Ranunculus pusillus
34710,RAPY,pygmy buttercup,Ranunculus pygmaeus
34711,RAPY2,pygmy racomitrium moss,Racomitrium pygmaeum
34713,RARA,tadpole buttercup,Ranunculus ranunculinus
34714,RARA2,wild radish,Raphanus raphanistrum
34715,RARA3,Rapp's ramonia,Ramonia rappii
34716,RARE2,blisterwort,Ranunculus recurvatus
34717,RARE3,creeping buttercup,Ranunculus repens
34720,RARH,Labrador buttercup,Ranunculus rhomboideus
34721,RARH2,crucillo,Randia rhagocarpa
34722,RARI,rigid cartilage lichen,Ramalina rigida
34723,RARO60,Roesler's cartilage lichen,Ramalina roesleri
34724,RARU,annual bastardcabbage,Rapistrum rugosum
34725,RARU3,racodium lichen,Racodium rupestre
34726,RASA,hairy buttercup,Ranunculus sardous
34727,RASA2,cultivated radish,Raphanus sativus
34728,RASA3,devil's-pepper,Rauvolfia sandwicensis
34729,RASA4,Sabine buttercup,Ranunculus sabinei
34730,RASC2,stem raillardella,Raillardella scaposa
34731,RASC3,cursed buttercup,Ranunculus sceleratus
34732,RASC5,cartilage lichen,Ramalina scoparia
34733,RASC6,rauiella moss,Rauiella scita
34736,RASE4,serpentine wood,Rauvolfia serpentina
34737,RASI5,china doll,Radermachera sinica
34738,RASI60,cartilage lichen,Ramalina sinensis
34739,RASO,soredia cartilage lichen,Ramalina sorediantha
34740,RASP,Spitzbergen's buttercup,Ranunculus ×spitzbergensis
34741,RAST,false silverback,Rainiera stricta
34742,RAST4,cartilage lichen,Ramalina stenospora
34743,RASU2,sulphur buttercup,Ranunculus sulphureus
34744,RASU4,Suksdorf's buttercup,Ranunculus suksdorfii
34745,RASU5,cartilage lichen,Ramalina subamplicata
34746,RASU6,cartilage lichen,Ramalina subleptocarpha
34747,RASU7,cartilage lichen,Ramalina subpellucida
34748,RASU8,Sudan raphia palm,Raphia sudanica
34749,RASU9,racomitrium moss,Racomitrium sudeticum
34750,RATA,green prairie coneflower,Ratibida tagetes
34751,RATE8,be still tree,Rauvolfia tetraphylla
34752,RATE9,cartilage lichen,Ramalina tenuis
34753,RATH2,cartilage lichen,Ramalina thrausta
34754,RATIB,prairie coneflower,Ratibida Raf.
34755,RATO,racopilum moss,Racopilum tomentosum
34756,RATR,threadleaf crowfoot,Ranunculus trichophyllus
34757,RATR2,threelobe buttercup,Ranunculus trilobus
34758,RATR6,obscure buttercup,Ranunculus triternatus
34761,RATU,Turner's buttercup,Ranunculus turneri
34762,RAUIE,rauiella moss,Rauiella Reim.
34763,RAUN,woodland buttercup,Ranunculus uncinatus
34764,RAUN2,oneleaf cartilage lichen,Ramalina unifolia
34768,RAUR,tortugo prieto,Ravenia urbanii
34769,RAUS2,cartilage lichen,Ramalina usnea
34770,RAUVO,devil's-pepper,Rauvolfia L.
34771,RAVA2,Valenzuela's ramonia,Ramonia valenzueliana
34772,RAVA3,racomitrium moss,Racomitrium varium
34773,RAVE,wetslope buttercup,Ranunculus verecundus
34774,RAVE2,racomitrium moss,Racomitrium venustum
34775,RAVEN,ravenia,Ravenia Vell.
34776,RAVEN2,traveler's tree,Ravenala Adans.
34777,RAVI,milkbush,Rauvolfia viridis
34778,RAVI2,West African piassava palm,Raphia vinifera
34779,RAVO,poison devil's-pepper,Rauvolfia vomitoria
